Entity,Code,Year,"Average years of schooling gender ratio, 15-64 year olds"
Colombia,COL,1980,0.97623754
Congo,COG,2015,0.851216
Congo,COG,2020,0.86703604
Congo,COG,2025,0.89066666
Congo,COG,2030,0.9286694
Congo,COG,2035,0.94906163
Congo,COG,2040,0.95854926
Costa Rica,CRI,2015,1.0419091
Costa Rica,CRI,2020,1.0357143
Costa Rica,CRI,2025,1.0323277
Costa Rica,CRI,2030,1.0291364
Costa Rica,CRI,2035,1.0271084
Costa Rica,CRI,2040,1.0261629
Costa Rica,CRI,1985,0.9942029
Costa Rica,CRI,1990,0.9986283
Costa Rica,CRI,1995,1.001314
Costa Rica,CRI,2000,1.0164557
Costa Rica,CRI,2005,1.0201422
Costa Rica,CRI,2010,1.0448484
Costa Rica,CRI,1870,1.0645162
Costa Rica,CRI,1875,1.135135
Costa Rica,CRI,1880,1.1555555
Costa Rica,CRI,1885,1.2075472
Costa Rica,CRI,1890,1.2153847
Costa Rica,CRI,1895,1.1898733
Costa Rica,CRI,1900,0.9202454
Costa Rica,CRI,1905,0.880597
Costa Rica,CRI,1910,0.8529411
Costa Rica,CRI,1915,0.86973184
Costa Rica,CRI,1920,0.8689655
Costa Rica,CRI,1925,0.8625
Costa Rica,CRI,1930,0.90548784
Costa Rica,CRI,1935,0.9436202
Costa Rica,CRI,1940,0.94334275
Costa Rica,CRI,1945,0.9435484
Costa Rica,CRI,1950,0.9672131
Costa Rica,CRI,1955,0.9715763
Costa Rica,CRI,1960,0.9849624
Costa Rica,CRI,1965,1.0047506
Costa Rica,CRI,1970,0.9975248
Costa Rica,CRI,1975,0.99248123
Costa Rica,CRI,1980,0.9873015
Cote d'Ivoire,CIV,2015,0.6796875
Cote d'Ivoire,CIV,2020,0.7033898
Cote d'Ivoire,CIV,2025,0.72715575
Cote d'Ivoire,CIV,2030,0.7520661
Cote d'Ivoire,CIV,2035,0.78571427
Cote d'Ivoire,CIV,2040,0.8283039
Cote d'Ivoire,CIV,1985,0.40882352
Cote d'Ivoire,CIV,1990,0.46256685
Cote d'Ivoire,CIV,1995,0.53950346
Cote d'Ivoire,CIV,2000,0.5960396
Cote d'Ivoire,CIV,2005,0.625
Cote d'Ivoire,CIV,2010,0.6850258
Cote d'Ivoire,CIV,1870,1
Cote d'Ivoire,CIV,1875,1
Cote d'Ivoire,CIV,1880,1
Cote d'Ivoire,CIV,1885,1
Cote d'Ivoire,CIV,1890,1
Cote d'Ivoire,CIV,1895,1
Cote d'Ivoire,CIV,1900,1
Cote d'Ivoire,CIV,1905,1
Cote d'Ivoire,CIV,1910,1
Cote d'Ivoire,CIV,1915,1
Cote d'Ivoire,CIV,1920,0.95
Cote d'Ivoire,CIV,1925,0.9230769
Cote d'Ivoire,CIV,1930,0.8787878
Cote d'Ivoire,CIV,1935,0.7297298
Cote d'Ivoire,CIV,1940,0.59090906
Cote d'Ivoire,CIV,1945,0.49056605
Cote d'Ivoire,CIV,1950,0.46551728
Cote d'Ivoire,CIV,1955,0.4206349
Cote d'Ivoire,CIV,1960,0.38571432
Cote d'Ivoire,CIV,1965,0.36305732
Cote d'Ivoire,CIV,1970,0.35078534
Cote d'Ivoire,CIV,1975,0.32684824
Cote d'Ivoire,CIV,1980,0.36184213
Croatia,HRV,2015,0.99915254
Croatia,HRV,2020,1.0125418
Croatia,HRV,2025,1.0199004
Croatia,HRV,2030,1.0278461
Croatia,HRV,2035,1.0299352
Croatia,HRV,2040,1.0319744
Cuba,CUB,2015,1.0036036
Cuba,CUB,2020,1.0034512
Cuba,CUB,2025,1
Cuba,CUB,2030,0.99759233
Cuba,CUB,2035,0.9899923
Cuba,CUB,2040,0.9816041
Cuba,CUB,1985,0.9514124
Cuba,CUB,1990,0.9668804
Cuba,CUB,1995,0.97933877
Cuba,CUB,2000,0.9919355
Cuba,CUB,2005,1.0019323
Cuba,CUB,2010,1.0072595
Cuba,CUB,1870,0.7692308
Cuba,CUB,1875,0.76470584
Cuba,CUB,1880,0.7727273
Cuba,CUB,1885,0.75
Cuba,CUB,1890,0.7297298
Cuba,CUB,1895,0.6862745
Cuba,CUB,1900,0.8837209
Cuba,CUB,1905,0.98496234
Cuba,CUB,1910,0.96874994
Cuba,CUB,1915,0.8356164
Cuba,CUB,1920,0.9198313
Cuba,CUB,1925,0.9513108
Cuba,CUB,1930,0.9281046
Cuba,CUB,1935,0.94153845
Cuba,CUB,1940,0.97023815
Cuba,CUB,1945,0.99127907
Cuba,CUB,1950,1.0084033
Cuba,CUB,1955,1.0361111
Cuba,CUB,1960,1.0298507
Cuba,CUB,1965,1.0403587
Cuba,CUB,1970,0.9926335
Cuba,CUB,1975,0.93432844
Cuba,CUB,1980,0.9284834
Cyprus,CYP,2015,1.0225563
Cyprus,CYP,2020,1.042728
Cyprus,CYP,2025,1.056189
Cyprus,CYP,2030,1.068438
Cyprus,CYP,2035,1.0790734
Cyprus,CYP,2040,1.089328
Cyprus,CYP,1985,0.89112055
Cyprus,CYP,1990,0.9238281
Cyprus,CYP,1995,0.9469697
Cyprus,CYP,2000,0.9681818
Cyprus,CYP,2005,0.91377693
Cyprus,CYP,2010,1.0051152
Cyprus,CYP,1870,0.6111111
Cyprus,CYP,1875,0.6428572
Cyprus,CYP,1880,0.68
Cyprus,CYP,1885,0.7241379
Cyprus,CYP,1890,0.7536232
Cyprus,CYP,1895,0.70329666
Cyprus,CYP,1900,0.4580153
Cyprus,CYP,1905,0.4248366
Cyprus,CYP,1910,0.4827586
Cyprus,CYP,1915,0.4751131
Cyprus,CYP,1920,0.4552239
Cyprus,CYP,1925,0.5629371
Cyprus,CYP,1930,0.6121795
Cyprus,CYP,1935,0.61011904
Cyprus,CYP,1940,0.6096866
Cyprus,CYP,1945,0.5813954
Cyprus,CYP,1950,0.530572
Cyprus,CYP,1955,0.5982456
Cyprus,CYP,1960,0.67697066
Cyprus,CYP,1965,0.72069466
Cyprus,CYP,1970,0.7740586
Cyprus,CYP,1975,0.82834846
Cyprus,CYP,1980,0.8729216
Czechia,CZE,2015,0.9915255
Czechia,CZE,2020,0.9976834
Czechia,CZE,2025,1
Czechia,CZE,2030,1.003882
Czechia,CZE,2035,1.0054264
Czechia,CZE,2040,1.0085139
Czechia,CZE,1985,0.9378331
Czechia,CZE,1990,0.9577222
Czechia,CZE,1995,0.9687751
Czechia,CZE,2000,0.9836956
Czechia,CZE,2005,0.988363
Czechia,CZE,2010,0.9953235
Czechia,CZE,1870,0.5814536
Czechia,CZE,1875,0.64507776
Czechia,CZE,1880,0.6467661
Czechia,CZE,1885,0.6498801
Czechia,CZE,1890,0.65277773
Czechia,CZE,1895,0.65919286
Czechia,CZE,1900,0.6637744
Czechia,CZE,1905,0.7092784
Czechia,CZE,1910,0.743083
Czechia,CZE,1915,0.7743786
Czechia,CZE,1920,0.8204159
Czechia,CZE,1925,0.82477874
Czechia,CZE,1930,0.8361486
Czechia,CZE,1935,0.83948636
Czechia,CZE,1940,0.827534
Czechia,CZE,1945,0.83478266
Czechia,CZE,1950,0.8913044
Czechia,CZE,1955,0.8941441
Czechia,CZE,1960,0.9092945
Czechia,CZE,1965,0.8880903
Czechia,CZE,1970,0.86278194
Czechia,CZE,1975,0.8751131
Czechia,CZE,1980,0.8955752
Democratic Republic of Congo,COD,2015,0.63377607
Democratic Republic of Congo,COD,2020,0.69739133
Democratic Republic of Congo,COD,2025,0.7588424
Democratic Republic of Congo,COD,2030,0.81981987
Democratic Republic of Congo,COD,2035,0.87165016
Democratic Republic of Congo,COD,2040,0.9165563
Democratic Republic of Congo,COD,1985,0.3591549
Democratic Republic of Congo,COD,1990,0.43534485
Democratic Republic of Congo,COD,1995,0.45755696
Democratic Republic of Congo,COD,2000,0.49148938
Democratic Republic of Congo,COD,2005,0.5052192
Democratic Republic of Congo,COD,2010,0.5557851
Democratic Republic of Congo,COD,1870,1
Democratic Republic of Congo,COD,1875,1
Democratic Republic of Congo,COD,1880,1
Democratic Republic of Congo,COD,1885,1
Democratic Republic of Congo,COD,1890,1
Democratic Republic of Congo,COD,1895,1
Democratic Republic of Congo,COD,1900,0.33333334
Democratic Republic of Congo,COD,1905,0.19999999
Democratic Republic of Congo,COD,1910,0.14285713
Democratic Republic of Congo,COD,1915,0.1904762
Democratic Republic of Congo,COD,1920,0.18181817
Democratic Republic of Congo,COD,1925,0.19148937
Democratic Republic of Congo,COD,1930,0.16363637
Democratic Republic of Congo,COD,1935,0.14062501
Democratic Republic of Congo,COD,1940,0.12820514
Democratic Republic of Congo,COD,1945,0.11702128
Democratic Republic of Congo,COD,1950,0.11016949
Democratic Republic of Congo,COD,1955,0.11764705
Democratic Republic of Congo,COD,1960,0.14634146
Democratic Republic of Congo,COD,1965,0.18324608
Democratic Republic of Congo,COD,1970,0.23636362
Democratic Republic of Congo,COD,1975,0.30501932
Democratic Republic of Congo,COD,1980,0.35493827
Denmark,DNK,2015,1.0112069
Denmark,DNK,2020,1.0103182
Denmark,DNK,2025,1.0068611
Denmark,DNK,2030,1.0042808
Denmark,DNK,2035,1.0025706
Denmark,DNK,2040,1.0034335
Denmark,DNK,1985,0.9028741
Denmark,DNK,1990,0.9497675
Denmark,DNK,1995,0.96441287
Denmark,DNK,2000,0.98105085
Denmark,DNK,2005,0.99324894
Denmark,DNK,2010,1.0100756
Denmark,DNK,1870,0.70307165
Denmark,DNK,1875,0.7604166
Denmark,DNK,1880,0.8169014
Denmark,DNK,1885,0.87588656
Denmark,DNK,1890,0.9359431
Denmark,DNK,1895,0.9892857
Denmark,DNK,1900,1.0321429
Denmark,DNK,1905,1.075
Denmark,DNK,1910,1.0419356
Denmark,DNK,1915,0.87362635
Denmark,DNK,1920,0.95442355
Denmark,DNK,1925,0.9480198
Denmark,DNK,1930,0.95194507
Denmark,DNK,1935,0.9511677
Denmark,DNK,1940,0.9463221
Denmark,DNK,1945,0.90213525
Denmark,DNK,1950,0.9069374
Denmark,DNK,1955,0.80639094
Denmark,DNK,1960,0.7959528
Denmark,DNK,1965,0.8454546
Denmark,DNK,1970,0.8534704
Denmark,DNK,1975,0.877193
Denmark,DNK,1980,0.8961456
Dominican Republic,DOM,2015,1.0976514
Dominican Republic,DOM,2020,1.1108519
Dominican Republic,DOM,2025,1.1147903
Dominican Republic,DOM,2030,1.0990713
Dominican Republic,DOM,2035,1.0909979
Dominican Republic,DOM,2040,1.0764925
Dominican Republic,DOM,1985,0.92068964
Dominican Republic,DOM,1990,0.9806139
Dominican Republic,DOM,1995,1.0168452
Dominican Republic,DOM,2000,1.0406387
Dominican Republic,DOM,2005,1.0587431
Dominican Republic,DOM,2010,1.088689
Dominican Republic,DOM,1870,0.39999998
Dominican Republic,DOM,1875,0.3125
Dominican Republic,DOM,1880,0.27272728
Dominican Republic,DOM,1885,0.24137932
Dominican Republic,DOM,1890,0.22857143
Dominican Republic,DOM,1895,0.25
Dominican Republic,DOM,1900,0.29545453
Dominican Republic,DOM,1905,0.70731705
Dominican Republic,DOM,1910,0.8434783
Dominican Republic,DOM,1915,0.9044118
Dominican Republic,DOM,1920,1.2246377
Dominican Republic,DOM,1925,1.0555556
Dominican Republic,DOM,1930,0.89270383
Dominican Republic,DOM,1935,0.9491526
Dominican Republic,DOM,1940,1.0765766
Dominican Republic,DOM,1945,1.1383928
Dominican Republic,DOM,1950,1.1344538
Dominican Republic,DOM,1955,1.097166
Dominican Republic,DOM,1960,1.0108303
Dominican Republic,DOM,1965,0.9294478
Dominican Republic,DOM,1970,0.93264246
Dominican Republic,DOM,1975,0.8984547
Dominican Republic,DOM,1980,0.8844697
Ecuador,ECU,2015,1.0165288
Ecuador,ECU,2020,1.0245537
Ecuador,ECU,2025,1.0310493
Ecuador,ECU,2030,1.0390947
Ecuador,ECU,2035,1.0436509
Ecuador,ECU,2040,1.0497608
Ecuador,ECU,1985,0.921875
Ecuador,ECU,1990,0.9370817
Ecuador,ECU,1995,0.9651007
Ecuador,ECU,2000,0.9826203
Ecuador,ECU,2005,0.9909561
Ecuador,ECU,2010,1.0087719
Ecuador,ECU,1870,0.1875
Ecuador,ECU,1875,0.175
Ecuador,ECU,1880,0.18
Ecuador,ECU,1885,0.17741935
Ecuador,ECU,1890,0.18421052
Ecuador,ECU,1895,0.19565217
Ecuador,ECU,1900,0.4173228
Ecuador,ECU,1905,0.47857144
Ecuador,ECU,1910,0.73611104
Ecuador,ECU,1915,0.775
Ecuador,ECU,1920,0.79545456
Ecuador,ECU,1925,0.8674034
Ecuador,ECU,1930,0.84653467
Ecuador,ECU,1935,0.8165939
Ecuador,ECU,1940,0.788
Ecuador,ECU,1945,0.7709091
Ecuador,ECU,1950,0.76430976
Ecuador,ECU,1955,0.8086419
Ecuador,ECU,1960,0.84313726
Ecuador,ECU,1965,0.8518518
Ecuador,ECU,1970,0.8629857
Ecuador,ECU,1975,0.88992536
Ecuador,ECU,1980,0.918429
Egypt,EGY,2015,0.87546706
Egypt,EGY,2020,0.9071429
Egypt,EGY,2025,0.9367231
Egypt,EGY,2030,0.9457768
Egypt,EGY,2035,0.95669293
Egypt,EGY,2040,0.9698398
Egypt,EGY,1985,0.52427185
Egypt,EGY,1990,0.5944541
Egypt,EGY,1995,0.6760564
Egypt,EGY,2000,0.7236662
Egypt,EGY,2005,0.77692306
Egypt,EGY,2010,0.8325124
Egypt,EGY,1870,0.33333334
Egypt,EGY,1875,0.25
Egypt,EGY,1880,0.19999999
Egypt,EGY,1885,0.16666667
Egypt,EGY,1890,0.25
Egypt,EGY,1895,0.18181817
Egypt,EGY,1900,0.19999999
Egypt,EGY,1905,0.14999999
Egypt,EGY,1910,0.15384616
Egypt,EGY,1915,0.16216215
Egypt,EGY,1920,0.16981134
Egypt,EGY,1925,0.17647058
Egypt,EGY,1930,0.19736843
Egypt,EGY,1935,0.1090909
Egypt,EGY,1940,0.10769231
Egypt,EGY,1945,0.13157895
Egypt,EGY,1950,0.17204301
Egypt,EGY,1955,0.22608696
Egypt,EGY,1960,0.25925925
Egypt,EGY,1965,0.32738096
Egypt,EGY,1970,0.37560976
Egypt,EGY,1975,0.4484127
Egypt,EGY,1980,0.4685864
El Salvador,SLV,2015,0.98191214
El Salvador,SLV,2020,0.997534
El Salvador,SLV,2025,1.0154394
El Salvador,SLV,2030,1.0330296
El Salvador,SLV,2035,1.0458015
El Salvador,SLV,2040,1.0552659
El Salvador,SLV,1985,0.91440505
El Salvador,SLV,1990,0.9501916
El Salvador,SLV,1995,0.9431438
El Salvador,SLV,2000,0.9368132
El Salvador,SLV,2005,0.9330944
El Salvador,SLV,2010,0.96589524
El Salvador,SLV,1870,0.46666664
El Salvador,SLV,1875,0.4864865
El Salvador,SLV,1880,0.4888889
El Salvador,SLV,1885,0.5090909
El Salvador,SLV,1890,0.5074627
El Salvador,SLV,1895,0.53164554
El Salvador,SLV,1900,0.64
El Salvador,SLV,1905,0.6576577
El Salvador,SLV,1910,0.7293233
El Salvador,SLV,1915,0.7338129
El Salvador,SLV,1920,0.722973
El Salvador,SLV,1925,0.70253164
El Salvador,SLV,1930,0.6927711
El Salvador,SLV,1935,0.73619634
El Salvador,SLV,1940,0.775
El Salvador,SLV,1945,0.7906977
El Salvador,SLV,1950,0.8128655
El Salvador,SLV,1955,0.8031915
El Salvador,SLV,1960,0.8211009
El Salvador,SLV,1965,0.81954885
El Salvador,SLV,1970,0.8386076
El Salvador,SLV,1975,0.84931505
El Salvador,SLV,1980,0.88916874
Estonia,EST,2015,1.0524563
Estonia,EST,2020,1.0449625
Estonia,EST,2025,1.0333333
Estonia,EST,2030,1.0207125
Estonia,EST,2035,1.0065736
Estonia,EST,2040,0.992677
Eswatini,SWZ,2015,1.0424778
Eswatini,SWZ,2020,1.0557325
Eswatini,SWZ,2025,1.0761347
Eswatini,SWZ,2030,1.0926431
Eswatini,SWZ,2035,1.0997443
Eswatini,SWZ,2040,1.0889424
Eswatini,SWZ,1985,1.1795408
Eswatini,SWZ,1990,1.1169355
Eswatini,SWZ,1995,1.0718563
Eswatini,SWZ,2000,1.0397351
Eswatini,SWZ,2005,1.0043197
Eswatini,SWZ,2010,1.0343512
Eswatini,SWZ,1870,1
Eswatini,SWZ,1875,1
Eswatini,SWZ,1880,1
Eswatini,SWZ,1885,1
Eswatini,SWZ,1890,1
Eswatini,SWZ,1895,1
Eswatini,SWZ,1900,1
Eswatini,SWZ,1905,1
Eswatini,SWZ,1910,0.375
Eswatini,SWZ,1915,0.46666664
Eswatini,SWZ,1920,0.42857146
Eswatini,SWZ,1925,0.775
Eswatini,SWZ,1930,0.78181815
Eswatini,SWZ,1935,0.7857143
Eswatini,SWZ,1940,0.76404494
Eswatini,SWZ,1945,0.7614679
Eswatini,SWZ,1950,0.8214286
Eswatini,SWZ,1955,0.8081395
Eswatini,SWZ,1960,0.8019802
Eswatini,SWZ,1965,0.86695284
Eswatini,SWZ,1970,0.8333334
Eswatini,SWZ,1975,0.81632656
Eswatini,SWZ,1980,1.058296
Europe,,2015,1.0013992
Europe,,2020,1.0072972
Europe,,2025,1.0075889
Europe,,2030,1.008149
Europe,,2035,1.0075277
Europe,,2040,1.0065452
Europe,,1870,0.6803806
Europe,,1875,0.72006744
Europe,,1880,0.71230674
Europe,,1885,0.74484974
Europe,,1890,0.7323949
Europe,,1895,0.73334885
Europe,,1900,0.74124956
Europe,,1905,0.7462808
Europe,,1910,0.7642406
Europe,,1915,0.786808
Europe,,1920,0.8292929
Europe,,1925,0.8511387
Europe,,1930,0.8785189
Europe,,1935,0.88710433
Europe,,1940,0.88484544
Europe,,1945,0.89290285
Europe,,1950,0.8937096
Europe,,1955,0.89167875
Europe,,1960,0.90418684
Europe,,1965,0.8961946
Europe,,1970,0.9013237
Europe,,1975,0.9104558
Europe,,1980,0.932804
Europe,,1985,0.9449358
Europe,,1990,0.9564895
Europe,,1995,0.97792596
Europe,,2000,0.9831894
Europe,,2005,0.9951139
Europe,,2010,1.0017622
Fiji,FJI,2015,1.0218779
Fiji,FJI,2020,1.0238094
Fiji,FJI,2025,1.0211506
Fiji,FJI,2030,1.0517098
Fiji,FJI,2035,1.054295
Fiji,FJI,2040,1.0554236
Fiji,FJI,1985,0.94190353
Fiji,FJI,1990,0.9607219
Fiji,FJI,1995,0.96934867
Fiji,FJI,2000,0.9850746
Fiji,FJI,2005,1.0010257
Fiji,FJI,2010,1.0175438
Fiji,FJI,1870,1
Fiji,FJI,1875,1
Fiji,FJI,1880,1
Fiji,FJI,1885,0.5
Fiji,FJI,1890,0.33333334
Fiji,FJI,1895,0.5
Fiji,FJI,1900,0.28571427
Fiji,FJI,1905,0.33333334
Fiji,FJI,1910,0.28947368
Fiji,FJI,1915,0.30882353
Fiji,FJI,1920,0.48695654
Fiji,FJI,1925,0.6476684
Fiji,FJI,1930,0.65690374
Fiji,FJI,1935,0.6426117
Fiji,FJI,1940,0.7111801
Fiji,FJI,1945,0.7672414
Fiji,FJI,1950,0.7717647
Fiji,FJI,1955,0.76507276
Fiji,FJI,1960,0.79371315
Fiji,FJI,1965,0.8180242
Fiji,FJI,1970,0.80891716
Fiji,FJI,1975,0.8604651
Fiji,FJI,1980,0.91455275
Finland,FIN,2015,1.0515947
Finland,FIN,2020,1.0539033
Finland,FIN,2025,1.0465549
Finland,FIN,2030,1.0400373
Finland,FIN,2035,1.0316869
Finland,FIN,2040,1.0251397
Finland,FIN,1985,0.97047967
Finland,FIN,1990,0.987239
Finland,FIN,1995,1.0162514
Finland,FIN,2000,1.038105
Finland,FIN,2005,1.0501969
Finland,FIN,2010,1.0517737
Finland,FIN,1870,0.7333333
Finland,FIN,1875,0.72222215
Finland,FIN,1880,0.8095238
Finland,FIN,1885,0.88
Finland,FIN,1890,0.96774197
Finland,FIN,1895,0.97499996
Finland,FIN,1900,0.9256198
Finland,FIN,1905,0.9433962
Finland,FIN,1910,1.0897436
Finland,FIN,1915,1.0677084
Finland,FIN,1920,1.038961
Finland,FIN,1925,0.98194945
Finland,FIN,1930,1.0064934
Finland,FIN,1935,1.0359281
Finland,FIN,1940,1.0436046
Finland,FIN,1945,1.0247934
Finland,FIN,1950,1.0180879
Finland,FIN,1955,0.9829269
Finland,FIN,1960,0.96759254
Finland,FIN,1965,0.98403186
Finland,FIN,1970,0.98673296
Finland,FIN,1975,0.96814406
Finland,FIN,1980,0.97177917
France,FRA,2015,0.99827737
France,FRA,2020,1.0067511
France,FRA,2025,1.0099833
France,FRA,2030,1.0114566
France,FRA,2035,1.0129659
France,FRA,2040,1.0136218
France,FRA,1985,0.9510582
France,FRA,1990,0.9588235
France,FRA,1995,0.96947366
France,FRA,2000,0.9758454
France,FRA,2005,0.9844749
France,FRA,2010,0.99209136
France,FRA,1870,0.7948718
France,FRA,1875,0.78021973
France,FRA,1880,0.65753424
France,FRA,1885,0.9018405
France,FRA,1890,0.8497409
France,FRA,1895,0.8325991
France,FRA,1900,0.8045977
France,FRA,1905,0.7792642
France,FRA,1910,0.7544378
France,FRA,1915,0.75543475
France,FRA,1920,0.7780612
France,FRA,1925,0.82630265
France,FRA,1930,0.83574885
France,FRA,1935,0.82448035
France,FRA,1940,0.8292683
France,FRA,1945,0.8372591
France,FRA,1950,0.84759915
France,FRA,1955,0.8556911
France,FRA,1960,0.9569161
France,FRA,1965,0.9235413
France,FRA,1970,0.90575916
France,FRA,1975,0.9282297
France,FRA,1980,0.94801223
Gabon,GAB,2015,1.1510711
Gabon,GAB,2020,1.1295717
Gabon,GAB,2025,1.0985507
Gabon,GAB,2030,1.0700637
Gabon,GAB,2035,1.0439277
Gabon,GAB,2040,1.0222957
Gambia,GMB,2015,0.80487806
Gambia,GMB,2020,0.86389416
Gambia,GMB,2025,0.90350884
Gambia,GMB,2030,0.93431854
Gambia,GMB,2035,0.9551777
Gambia,GMB,2040,0.95688456
Gambia,GMB,1985,0.4148936
Gambia,GMB,1990,0.45882353
Gambia,GMB,1995,0.5112541
Gambia,GMB,2000,0.5602241
Gambia,GMB,2005,0.6346154
Gambia,GMB,2010,0.71023965
Gambia,GMB,1870,0.099999994
Gambia,GMB,1875,0.083333336
Gambia,GMB,1880,0.06666666
Gambia,GMB,1885,0.05263158
Gambia,GMB,1890,0.041666668
Gambia,GMB,1895,0.03333333
Gambia,GMB,1900,0.02631579
Gambia,GMB,1905,0.021276595
Gambia,GMB,1910,0.0625
Gambia,GMB,1915,0.11627907
Gambia,GMB,1920,0.17073171
Gambia,GMB,1925,0.25
Gambia,GMB,1930,0.34210527
Gambia,GMB,1935,0.46938774
Gambia,GMB,1940,0.5416667
Gambia,GMB,1945,0.57142854
Gambia,GMB,1950,0.57692313
Gambia,GMB,1955,0.5
Gambia,GMB,1960,0.4769231
Gambia,GMB,1965,0.44000003
Gambia,GMB,1970,0.43902442
Gambia,GMB,1975,0.39090908
Gambia,GMB,1980,0.4084507
Germany,DEU,2015,0.9536122
Germany,DEU,2020,0.978852
Germany,DEU,2025,0.9888476
Germany,DEU,2030,1
Germany,DEU,2035,1.0115191
Germany,DEU,2040,1.0212314
Germany,DEU,1985,0.9707006
Germany,DEU,1990,0.95310795
Germany,DEU,1995,0.93847656
Germany,DEU,2000,0.9184783
Germany,DEU,2005,0.96957237
Germany,DEU,2010,0.9772013
Germany,DEU,1870,0.73745173
Germany,DEU,1875,0.7368421
Germany,DEU,1880,0.73633444
Germany,DEU,1885,0.74107146
Germany,DEU,1890,0.7444445
Germany,DEU,1895,0.75130886
Germany,DEU,1900,0.7575
Germany,DEU,1905,0.76328504
Germany,DEU,1910,0.80382776
Germany,DEU,1915,0.8405797
Germany,DEU,1920,0.86471665
Germany,DEU,1925,0.88195616
Germany,DEU,1930,0.9275862
Germany,DEU,1935,0.95730704
Germany,DEU,1940,0.9669811
Germany,DEU,1945,0.9715569
Germany,DEU,1950,0.9475101
Germany,DEU,1955,0.9442283
Germany,DEU,1960,0.9560155
Germany,DEU,1965,0.9685452
Germany,DEU,1970,0.98186886
Germany,DEU,1975,0.9617486
Germany,DEU,1980,0.97718126
Ghana,GHA,2015,0.86281586
Ghana,GHA,2020,0.8876405
Ghana,GHA,2025,0.9161359
Ghana,GHA,2030,0.93906087
Ghana,GHA,2035,0.9656816
Ghana,GHA,2040,0.98992676
Ghana,GHA,1985,0.55739975
Ghana,GHA,1990,0.5816993
Ghana,GHA,1995,0.6272727
Ghana,GHA,2000,0.7046036
Ghana,GHA,2005,0.7512019
Ghana,GHA,2010,0.8216409
Ghana,GHA,1870,0.5
Ghana,GHA,1875,0.5
Ghana,GHA,1880,0.33333334
Ghana,GHA,1885,0.25
Ghana,GHA,1890,0.19999999
Ghana,GHA,1895,0.16666667
Ghana,GHA,1900,0.25
Ghana,GHA,1905,0.25
Ghana,GHA,1910,0.25
Ghana,GHA,1915,0.26666665
Ghana,GHA,1920,0.25581396
Ghana,GHA,1925,0.26
Ghana,GHA,1930,0.26785716
Ghana,GHA,1935,0.26760563
Ghana,GHA,1940,0.29113925
Ghana,GHA,1945,0.30588233
Ghana,GHA,1950,0.2990654
Ghana,GHA,1955,0.28346458
Ghana,GHA,1960,0.33333334
Ghana,GHA,1965,0.3877551
Ghana,GHA,1970,0.48893806
Ghana,GHA,1975,0.5446266
Ghana,GHA,1980,0.56329113
Greece,GRC,2015,1.0165074
Greece,GRC,2020,1.0282052
Greece,GRC,2025,1.0357143
Greece,GRC,2030,1.0430017
Greece,GRC,2035,1.0419816
Greece,GRC,2040,1.041841
Greece,GRC,1985,0.8787879
Greece,GRC,1990,0.91983557
Greece,GRC,1995,0.938071
Greece,GRC,2000,0.9632937
Greece,GRC,2005,0.9891008
Greece,GRC,2010,1.0052958
Greece,GRC,1870,0.08333333
Greece,GRC,1875,0.0925926
Greece,GRC,1880,0.0989011
Greece,GRC,1885,0.10945274
Greece,GRC,1890,0.11818181
Greece,GRC,1895,0.1265823
Greece,GRC,1900,0.2059925
Greece,GRC,1905,0.2318339
Greece,GRC,1910,0.27444795
Greece,GRC,1915,0.33527696
Greece,GRC,1920,0.39255014
Greece,GRC,1925,0.4928775
Greece,GRC,1930,0.5280612
Greece,GRC,1935,0.53663796
Greece,GRC,1940,0.56349206
Greece,GRC,1945,0.6275605
Greece,GRC,1950,0.65298504
Greece,GRC,1955,0.7473684
Greece,GRC,1960,0.78260875
Greece,GRC,1965,0.8192935
Greece,GRC,1970,0.8143236
Greece,GRC,1975,0.8147208
Greece,GRC,1980,0.8487805
Guatemala,GTM,2015,0.9038142
Guatemala,GTM,2020,0.93374425
Guatemala,GTM,2025,0.96371555
Guatemala,GTM,2030,0.9931129
Guatemala,GTM,2035,1.023653
Guatemala,GTM,2040,1.0528302
Guatemala,GTM,1985,0.79234976
Guatemala,GTM,1990,0.7878049
Guatemala,GTM,1995,0.8150685
Guatemala,GTM,2000,0.8246347
Guatemala,GTM,2005,0.8070539
Guatemala,GTM,2010,0.86785716
Guatemala,GTM,1870,0.6538462
Guatemala,GTM,1875,0.6774193
Guatemala,GTM,1880,0.70270264
Guatemala,GTM,1885,0.7272727
Guatemala,GTM,1890,0.7358491
Guatemala,GTM,1895,0.6857143
Guatemala,GTM,1900,0.6969697
Guatemala,GTM,1905,0.74038464
Guatemala,GTM,1910,0.6850394
Guatemala,GTM,1915,0.58278143
Guatemala,GTM,1920,0.51744187
Guatemala,GTM,1925,0.52380955
Guatemala,GTM,1930,0.517647
Guatemala,GTM,1935,0.4894737
Guatemala,GTM,1940,0.5212766
Guatemala,GTM,1945,0.5932203
Guatemala,GTM,1950,0.69032264
Guatemala,GTM,1955,0.724359
Guatemala,GTM,1960,0.73913044
Guatemala,GTM,1965,0.7602339
Guatemala,GTM,1970,0.775
Guatemala,GTM,1975,0.8025751
Guatemala,GTM,1980,0.78484845
Guyana,GUY,2015,1.1049304
Guyana,GUY,2020,1.0881274
Guyana,GUY,2025,1.0791962
